,Datetime,Open,High,Low,Close,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_80,RSI_14_B_20,MA10,MA20,MA50,slope20,slope20s1p,slope_chg_up,slope_chg_dn,macds1,macdss1,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macdps1,macdsps1,dn_to_up,up_to_dn,vol_gt2
374,2022-06-30 03:09:00,11662.75,11662.75,11662.75,11662.75,0.0704782573338889,1.4571051221709845,-1.3866268648370956,50.997735600564695,0,0,11662.525,11659.025,11665.73,29.577838681261326,36.278374702349815,y,n,-0.030536234567989595,-1.1154087387832745,n,n,n,n,-0.005252020382613409,-1.7509031453798418,n,n,n
375,2022-06-30 03:09:00,11660.75,11660.75,11660.75,11660.75,-0.030536234567989595,1.084872504215285,-1.1154087387832745,48.30713017905709,0,0,11662.625,11659.425,11665.14,16.34989983297966,29.577838681261326,y,n,-0.16915971130401886,-0.9261589332874234,n,n,n,n,0.0704782573338889,-1.3866268648370956,n,n,n
376,2022-06-30 03:10:00,11660.0,11660.0,11660.0,11660.0,-0.16915971130401886,0.7569992219834045,-0.9261589332874234,47.29933993184588,0,0,11662.6,11659.7875,11664.505,7.951386703658792e-15,16.34989983297966,y,n,0.3623365358253068,-0.6684598394648773,n,n,n,n,-0.030536234567989595,-1.1154087387832745,n,n,n
377,2022-06-30 03:10:00,11668.0,11668.0,11668.0,11668.0,0.3623365358253068,1.030796375290184,-0.6684598394648773,57.487371425813336,0,0,11663.05,11660.45,11664.21,17.69741036852536,7.951386703658792e-15,y,n,0.5951346036817995,-0.4157409508355419,n,n,n,n,-0.16915971130401886,-0.9261589332874234,n,n,n
378,2022-06-30 03:11:00,11665.75,11665.75,11665.75,11665.75,0.5951346036817995,1.0108755545173413,-0.4157409508355419,54.30748831537052,0,0,11663.825,11661.0,11663.875,10.52527982818148,17.69741036852536,y,n,0.2522255730436882,-0.2821476460596959,n,n,n,n,0.3623365358253068,-0.6684598394648773,n,n,n
379,2022-06-30 03:11:00,11659.25,11659.25,11659.25,11659.25,0.2522255730436882,0.5343732191033841,-0.2821476460596959,46.333911358924,0,0,11663.55,11661.0125,11663.33,-11.966637956791642,10.52527982818148,y,n,-0.2985119931054214,-0.285420515468841,y,y,n,n,0.5951346036817995,-0.4157409508355419,n,n,n
380,2022-06-30 03:12:00,11655.75,11655.75,11655.75,11655.75,-0.2985119931054214,-0.013091477636580418,-0.285420515468841,42.69856246438955,0,0,11663.025,11660.8125,11662.7,-30.492481411045564,-11.966637956791642,n,y,-0.6667706333282695,-0.3616905390407267,n,n,y,y,0.2522255730436882,-0.2821476460596959,n,y,n
381,2022-06-30 03:12:00,11656.5,11656.5,11656.5,11656.5,-0.6667706333282695,-0.3050800942875428,-0.3616905390407267,43.71761720165606,0,0,11661.975,11660.9,11662.16,-33.251198032191944,-30.492481411045564,n,y,-1.2867251732950535,-0.5466974658915921,n,n,n,n,-0.2985119931054214,-0.285420515468841,n,n,n
382,2022-06-30 03:13:00,11652.25,11652.25,11652.25,11652.25,-1.2867251732950535,-0.7400277074034615,-0.5466974658915921,39.43751724655219,0,0,11660.475,11660.85,11661.595,-31.471684533627283,-33.251198032191944,n,y,-1.8375530872490344,-0.8048685901630805,n,n,n,n,-0.6667706333282695,-0.3616905390407267,n,n,n
383,2022-06-30 03:13:00,11651.25,11651.25,11651.25,11651.25,-1.8375530872490344,-1.032684497085954,-0.8048685901630805,38.48283200987697,0,0,11659.225,11660.525,11660.94,-36.07818797910503,-31.471684533627283,n,y,-2.0287994233967765,-1.0496547568098198,n,n,n,n,-1.2867251732950535,-0.5466974658915921,n,n,n
384,2022-06-30 03:14:00,11654.0,11654.0,11654.0,11654.0,-2.0287994233967765,-0.9791446665869568,-1.0496547568098198,42.598066073653875,0,0,11658.35,11660.4375,11660.34,-37.07087370277094,-36.07818797910503,n,y,-1.5173394369212474,-1.1431916928321053,n,n,n,n,-1.8375530872490344,-0.8048685901630805,n,n,y
385,2022-06-30 03:14:00,11662.0,11662.0,11662.0,11662.0,-1.5173394369212474,-0.3741477440891421,-1.1431916928321053,52.54373008760622,0,0,11658.475,11660.55,11659.985,-29.359968100664574,-37.07087370277094,n,y,-1.1192743257288384,-1.138408219411452,y,y,n,n,-2.0287994233967765,-1.0496547568098198,n,n,n
386,2022-06-30 03:15:00,11661.75,11661.75,11661.75,11661.75,-1.1192743257288384,0.019133893682613534,-1.138408219411452,52.239124508040526,0,0,11658.65,11660.625,11659.655,-22.3887367302485,-29.359968100664574,n,y,-0.7547586480068276,-1.0616783051305272,n,n,y,y,-1.5173394369212474,-1.1431916928321053,y,n,n
387,2022-06-30 03:15:00,11662.25,11662.25,11662.25,11662.25,-0.7547586480068276,0.3069196571236996,-1.0616783051305272,52.82812381395933,0,0,11658.075,11660.5625,11659.37,1.885230601699948,-22.3887367302485,n,y,-0.48051122360266163,-0.945444888824954,n,n,n,n,-1.1192743257288384,-1.138408219411452,n,n,n
388,2022-06-30 03:16:00,11662.0,11662.0,11662.0,11662.0,-0.48051122360266163,0.4649336652222924,-0.945444888824954,52.47963567353806,0,0,11657.7,11660.7625,11659.185,32.50488307515407,1.885230601699948,y,n,0.8765830402298889,-0.5810393030139854,n,n,n,n,-0.7547586480068276,-1.0616783051305272,n,n,n
389,2022-06-30 03:16:00,11676.25,11676.25,11676.25,11676.25,0.8765830402298889,1.4576223432438744,-0.5810393030139854,66.17604536190768,0,0,11659.4,11661.475,11659.38,34.286876977208955,32.50488307515407,y,n,1.7503568020347302,-0.11476008200424226,n,n,n,n,-0.48051122360266163,-0.945444888824954,n,n,n
390,2022-06-30 03:17:00,11674.0,11674.0,11674.0,11674.0,1.7503568020347302,1.8651168840389725,-0.11476008200424226,63.084321145433144,0,0,11661.225,11662.125,11659.515,41.37711874049768,34.286876977208955,y,n,2.6941925777846336,0.4470304499535329,n,n,n,n,0.8765830402298889,-0.5810393030139854,n,n,n
391,2022-06-30 03:17:00,11677.5,11677.5,11677.5,11677.5,2.6941925777846336,2.2471621278311007,0.4470304499535329,65.76383071243568,0,0,11663.325,11662.65,11659.745,45.9943139043419,41.37711874049768,y,n,3.3231899225720554,1.0222623444772374,n,n,n,n,1.7503568020347302,-0.11476008200424226,n,n,y
392,2022-06-30 03:18:00,11676.5,11676.5,11676.5,11676.5,3.3231899225720554,2.300927578094818,1.0222623444772374,64.32716572287596,0,0,11665.75,11663.1125,11659.99,45.80692945510237,45.9943139043419,y,n,4.117154338884575,1.641240743358705,n,n,n,n,2.6941925777846336,0.4470304499535329,n,n,y
393,2022-06-30 03:18:00,11680.75,11680.75,11680.75,11680.75,4.117154338884575,2.4759135955258698,1.641240743358705,67.56975708109329,0,0,11668.7,11663.9625,11660.33,43.812615481465016,45.80692945510237,y,n,5.051261453216284,2.323244885330221,n,n,n,n,3.3231899225720554,1.0222623444772374,n,n,y
394,2022-06-30 03:19:00,11685.25,11685.25,11685.25,11685.25,5.051261453216284,2.7280165678860633,2.323244885330221,70.61542332721797,0,0,11671.825,11665.0875,11660.825,46.73505387394651,43.812615481465016,y,n,5.785376583213292,3.015671224906835,n,n,n,n,4.117154338884575,1.641240743358705,n,n,y
395,2022-06-30 03:19:00,11686.0,11686.0,11686.0,11686.0,5.785376583213292,2.769705358306457,3.015671224906835,71.10253141632774,0,0,11674.225,11666.35,11661.395,47.0295200914777,46.73505387394651,y,n,6.155006652774318,3.6435383104803316,n,n,n,n,5.051261453216284,2.323244885330221,n,n,y
396,2022-06-30 03:20:00,11684.25,11684.25,11684.25,11684.25,6.155006652774318,2.5114683422939867,3.6435383104803316,68.25919319756565,0,0,11676.475,11667.5625,11662.01,44.35810344345976,47.0295200914777,y,n,5.477024437725049,4.010235535929275,n,n,n,n,5.785376583213292,3.015671224906835,n,n,y
397,2022-06-30 03:20:00,11673.0,11673.0,11673.0,11673.0,5.477024437725049,1.4667889017957743,4.010235535929275,53.45910507926863,0,0,11677.55,11667.8125,11662.395,28.86075734880681,44.35810344345976,y,n,5.1825708568449045,4.244702600112401,n,n,n,n,6.155006652774318,3.6435383104803316,n,n,y
398,2022-06-30 03:21:00,11676.75,11676.75,11676.75,11676.75,5.1825708568449045,0.9378682567325036,4.244702600112401,56.81995895059703,0,0,11679.025,11668.3625,11662.81,15.087166021179227,28.86075734880681,y,n,4.354351431860778,4.266632366462076,n,n,n,n,5.477024437725049,4.010235535929275,n,n,y
399,2022-06-30 03:21:00,11670.0,11670.0,11670.0,11670.0,4.354351431860778,0.08771906539870145,4.266632366462076,49.842857738116216,0,0,11678.4,11668.9,11662.99,-9.1981664977482,15.087166021179227,y,n,3.6757823503849067,4.148462363246642,y,y,n,n,5.1825708568449045,4.244702600112401,n,n,y
400,2022-06-30 03:22:00,11670.25,11670.25,11670.25,11670.25,3.6757823503849067,-0.4726800128617352,4.148462363246642,50.08731668969334,0,0,11678.025,11669.625,11663.205,-29.984457540565504,-9.1981664977482,n,y,3.740427288255887,4.066855348248491,n,n,y,y,4.354351431860778,4.266632366462076,n,y,y
401,2022-06-30 03:22:00,11678.25,11678.25,11678.25,11678.25,3.740427288255887,-0.3264280599926037,4.066855348248491,57.26510241954419,0,0,11678.1,11670.7125,11663.725,-30.530944540129177,-29.984457540565504,n,y,3.409417740567733,3.9353678267123393,n,n,n,n,3.6757823503849067,4.148462363246642,n,n,y
402,2022-06-30 03:23:00,11674.0,11674.0,11674.0,11674.0,3.409417740567733,-0.5259500861446065,3.9353678267123393,52.91182875131313,0,0,11677.85,11671.8,11664.175,-37.79601727924404,-30.530944540129177,n,y,2.9915678927718545,3.746607839924242,n,n,n,n,3.740427288255887,4.066855348248491,n,n,y
403,2022-06-30 03:23:00,11672.5,11672.5,11672.5,11672.5,2.9915678927718545,-0.7550399471523876,3.746607839924242,51.42591045666992,0,0,11677.025,11672.8625,11664.51,-39.72542597806153,-37.79601727924404,n,y,2.729815813811001,3.543249434701594,n,n,n,n,3.409417740567733,3.9353678267123393,n,n,y
404,2022-06-30 03:24:00,11673.75,11673.75,11673.75,11673.75,2.729815813811001,-0.813433620890593,3.543249434701594,52.62001007399242,0,0,11675.875,11673.85,11664.82,-31.92337524740202,-39.72542597806153,n,y,2.772832665750684,3.389166080911412,n,n,n,n,2.9915678927718545,3.746607839924242,n,n,y
405,2022-06-30 03:24:00,11677.25,11677.25,11677.25,11677.25,2.772832665750684,-0.616333415160728,3.389166080911412,55.88978444097308,0,0,11675.0,11674.6125,11665.31,-12.72603852912363,-31.92337524740202,n,y,2.5156768356082466,3.214468231850779,n,n,n,n,2.729815813811001,3.543249434701594,n,n,y
406,2022-06-30 03:25:00,11674.0,11674.0,11674.0,11674.0,2.5156768356082466,-0.6987913962425325,3.214468231850779,52.281732417590476,0,0,11673.975,11675.225,11665.735,12.578935237493056,-12.72603852912363,n,y,1.9066154093070509,2.9528976673420333,n,n,n,n,2.772832665750684,3.389166080911412,n,n,y
407,2022-06-30 03:25:00,11669.25,11669.25,11669.25,11669.25,1.9066154093070509,-1.0462822580349824,2.9528976673420333,47.45939609505388,0,0,11673.6,11675.575,11666.025,-6.7400560979469395,12.578935237493056,y,n,1.6270759395920322,2.687733321792033,n,n,n,n,2.5156768356082466,3.214468231850779,n,n,n
408,2022-06-30 03:26:00,11672.0,11672.0,11672.0,11672.0,1.6270759395920322,-1.060657382200001,2.687733321792033,50.316608503790285,0,0,11673.125,11676.075,11666.37,0.26043356781338967,-6.7400560979469395,n,y,2.3467863158602995,2.6195439206056865,n,n,n,n,1.9066154093070509,2.9528976673420333,n,n,n
409,2022-06-30 03:26:00,11684.0,11684.0,11684.0,11684.0,2.3467863158602995,-0.272757604745387,2.6195439206056865,60.429071466504155,0,0,11674.525,11676.4625,11666.87,13.365441415436612,0.26043356781338967,y,n,2.5448866241513315,2.6046124613148156,n,n,n,n,1.6270759395920322,2.687733321792033,n,n,y
410,2022-06-30 03:27:00,11679.75,11679.75,11679.75,11679.75,2.5448866241513315,-0.05972583716348412,2.6046124613148156,56.07582041549214,0,0,11675.475,11676.75,11667.27,13.365441415436603,13.365441415436612,y,n,3.947445137779141,2.8731789966076806,y,y,n,n,2.3467863158602995,2.6195439206056865,n,n,y
411,2022-06-30 03:27:00,11695.75,11695.75,11695.75,11695.75,3.947445137779141,1.0742661411714605,2.8731789966076806,66.00473826957321,0,0,11677.225,11677.6625,11668.09,29.7120609973998,13.365441415436603,y,n,4.961444598453454,3.2908321169768353,n,n,y,y,2.5448866241513315,2.6046124613148156,y,n,y
412,2022-06-30 03:28:00,11695.25,11695.25,11695.25,11695.25,4.961444598453454,1.6706124814766188,3.2908321169768353,65.50640858974297,0,0,11679.35,11678.6,11668.93,39.745585664505704,29.7120609973998,y,n,5.539803781621231,3.7406264499057142,n,n,n,n,3.947445137779141,2.8731789966076806,n,n,y
413,2022-06-30 03:28:00,11693.25,11693.25,11693.25,11693.25,5.539803781621231,1.7991773317155166,3.7406264499057142,63.44306997733189,0,0,11681.425,11679.225,11669.64,43.044318602477105,39.745585664505704,y,n,6.029517628470785,4.198404685618728,n,n,n,n,4.961444598453454,3.2908321169768353,n,n,y
414,2022-06-30 03:29:00,11694.5,11694.5,11694.5,11694.5,6.029517628470785,1.831112942852057,4.198404685618728,64.20201445416595,0,0,11683.5,11679.6875,11670.415,45.06871171223568,43.044318602477105,y,n,5.1678459400664,4.392292936508262,n,n,n,n,5.539803781621231,3.7406264499057142,n,n,y
415,2022-06-30 03:29:00,11679.75,11679.75,11679.75,11679.75,5.1678459400664,0.7755530035581373,4.392292936508262,50.79998514632692,0,0,11683.75,11679.375,11670.815,38.35892573493162,45.06871171223568,y,n,4.334139107953888,4.380662170797388,y,y,n,n,6.029517628470785,4.198404685618728,n,n,y
416,2022-06-30 03:30:00,11678.5,11678.5,11678.5,11678.5,4.334139107953888,-0.04652306284349983,4.380662170797388,49.85027271477158,0,0,11684.2,11679.0875,11671.18,25.333500819482637,38.35892573493162,y,n,3.731273195524409,4.250784375742792,n,n,y,y,5.1678459400664,4.392292936508262,n,y,y
417,2022-06-30 03:30:00,11679.75,11679.75,11679.75,11679.75,3.731273195524409,-0.5195111802183829,4.250784375742792,50.84002133877532,0,0,11685.25,11679.425,11671.505,3.3516756514861665,25.333500819482637,y,n,3.1366486408223864,4.02795722875871,n,n,n,n,4.334139107953888,4.380662170797388,n,n,y
418,2022-06-30 03:31:00,11678.75,11678.75,11678.75,11678.75,3.1366486408223864,-0.8913085879363241,4.02795722875871,49.99003019560953,0,0,11685.925,11679.525,11671.92,-29.47588900324572,3.3516756514861665,y,n,3.4925792758476746,3.9208816381765033,n,n,n,n,3.731273195524409,4.250784375742792,n,n,y
419,2022-06-30 03:31:00,11689.5,11689.5,11689.5,11689.5,3.4925792758476746,-0.4283023623288287,3.9208816381765033,58.09994695578216,0,0,11686.475,11680.5,11672.47,-27.94303442338291,-29.47588900324572,n,y,3.7316408357582986,3.8830334776928623,n,n,n,n,3.1366486408223864,4.02795722875871,n,n,y
420,2022-06-30 03:32:00,11689.5,11689.5,11689.5,11689.5,3.7316408357582986,-0.1513926419345637,3.8830334776928623,58.099946955782166,0,0,11687.45,11681.4625,11673.04,-34.14750913974658,-27.94303442338291,n,y,3.2182942990984884,3.7500856419739876,n,n,n,n,3.4925792758476746,3.9208816381765033,n,n,y
421,2022-06-30 03:32:00,11681.25,11681.25,11681.25,11681.25,3.2182942990984884,-0.5317913428754992,3.7500856419739876,50.771755084420846,0,0,11686.0,11681.6125,11673.325,-30.238065694421646,-34.14750913974658,n,y,2.7395379607005452,3.5479761057192993,n,n,n,n,3.7316408357582986,3.8830334776928623,n,n,y
422,2022-06-30 03:33:00,11680.75,11680.75,11680.75,11680.75,2.7395379607005452,-0.8084381450187541,3.5479761057192993,50.35719889878333,0,0,11684.55,11681.95,11673.595,-22.997912482859658,-30.238065694421646,n,y,2.7520275763636164,3.3887863998481627,n,n,n,n,3.2182942990984884,3.7500856419739876,n,n,y
423,2022-06-30 03:33:00,11686.0,11686.0,11686.0,11686.0,2.7520275763636164,-0.6367588234845463,3.3887863998481627,54.55322583906634,0,0,11683.825,11682.625,11674.04,-3.0734414400675583,-22.997912482859658,n,y,2.550963570671229,3.221221834012776,n,n,n,n,2.7395379607005452,3.5479761057192993,n,n,y
424,2022-06-30 03:34:00,11683.75,11683.75,11683.75,11683.75,2.550963570671229,-0.6702582633415473,3.221221834012776,52.50494230886032,0,0,11682.75,11683.125,11674.46,26.602920160005986,-3.0734414400675583,n,y,3.3216289386236895,3.2413032549349587,y,y,n,n,2.7520275763636164,3.3887863998481627,n,n,y
425,2022-06-30 03:34:00,11695.75,11695.75,11695.75,11695.75,3.3216289386236895,0.08032568368873072,3.2413032549349587,60.93037623204274,0,0,11684.35,11684.05,11675.16,30.32679049201346,26.602920160005986,y,n,3.8676302503990883,3.366568654027785,n,n,y,y,2.550963570671229,3.221221834012776,y,n,y
426,2022-06-30 03:35:00,11695.5,11695.5,11695.5,11695.5,3.8676302503990883,0.5010615963713034,3.366568654027785,60.688832326020005,0,0,11686.05,11685.125,11675.87,35.34010692155766,30.32679049201346,y,n,3.8923591385355394,3.471726750929336,n,n,n,n,3.3216289386236895,3.2413032549349587,n,n,y
427,2022-06-30 03:35:00,11691.0,11691.0,11691.0,11691.0,3.8923591385355394,0.4206323876062035,3.471726750929336,56.35796650792961,0,0,11687.175,11686.2125,11676.33,32.19776548382112,35.34010692155766,y,n,4.026920413987682,3.582765483541005,n,n,n,n,3.8676302503990883,3.366568654027785,n,n,y
428,2022-06-30 03:36:00,11693.0,11693.0,11693.0,11693.0,4.026920413987682,0.44415493044667675,3.582765483541005,57.79937473878321,0,0,11688.6,11687.2625,11676.875,29.56505990379576,32.19776548382112,y,n,4.924061921376051,3.8510247711080146,n,n,n,n,3.8923591385355394,3.471726750929336,n,n,y
429,2022-06-30 03:36:00,11703.5,11703.5,11703.5,11703.5,4.924061921376051,1.0730371502680365,3.8510247711080146,64.43972666440673,0,0,11690.0,11688.2375,11677.76,35.72673643295354,29.56505990379576,y,n,5.41129174145135,4.163078165176682,n,n,n,n,4.026920413987682,3.582765483541005,n,n,y
430,2022-06-30 03:37:00,11701.5,11701.5,11701.5,11701.5,5.41129174145135,1.2482135762746687,4.163078165176682,62.424820195772824,0,0,11691.2,11689.325,11678.675,43.65879389712401,35.72673643295354,y,n,6.170103802860467,4.5644832927134384,n,n,n,n,4.924061921376051,3.8510247711080146,n,n,y
431,2022-06-30 03:37:00,11707.0,11707.0,11707.0,11707.0,6.170103802860467,1.6056205101470287,4.5644832927134384,65.60944157672796,0,0,11693.775,11689.8875,11679.685,41.83060848801464,43.65879389712401,y,n,6.674357083989889,4.986458050968729,n,n,n,n,5.41129174145135,4.163078165176682,n,n,y
432,2022-06-30 03:38:00,11706.75,11706.75,11706.75,11706.75,6.674357083989889,1.6878990330211607,4.986458050968729,65.33836810064835,0,0,11696.375,11690.4625,11680.775,43.48258587498786,41.83060848801464,y,n,7.35234062807649,5.459634566390281,n,n,n,n,6.170103802860467,4.5644832927134384,n,n,y
433,2022-06-30 03:38:00,11711.25,11711.25,11711.25,11711.25,7.35234062807649,1.8927060616862095,5.459634566390281,67.90856836518547,0,0,11698.9,11691.3625,11681.975,40.06355811945667,43.48258587498786,y,n,7.899452058592942,5.947598064830813,n,n,n,n,6.674357083989889,4.986458050968729,n,n,y
434,2022-06-30 03:39:00,11712.5,11712.5,11712.5,11712.5,7.899452058592942,1.9518539937621293,5.947598064830813,68.60497197843587,0,0,11701.775,11692.2625,11683.145,43.93280676693063,40.06355811945667,y,n,8.73665386815992,6.505409225496634,n,n,n,n,7.35234062807649,5.459634566390281,n,n,y
435,2022-06-30 03:39:00,11718.75,11718.75,11718.75,11718.75,8.73665386815992,2.2312446426632855,6.505409225496634,71.88965040660685,0,0,11704.075,11694.2125,11684.28,42.50407167138277,43.93280676693063,y,n,9.332904244678502,7.070908229333008,n,n,n,n,7.899452058592942,5.947598064830813,n,n,y
436,2022-06-30 03:40:00,11719.25,11719.25,11719.25,11719.25,9.332904244678502,2.2619960153454945,7.070908229333008,72.14076722810869,0,0,11706.45,11696.25,11685.43,44.474365393542385,42.50407167138277,y,n,9.035574434319642,7.463841470330335,n,n,n,n,8.73665386815992,6.505409225496634,n,n,y
437,2022-06-30 03:40:00,11711.0,11711.0,11711.0,11711.0,9.035574434319642,1.571732963989307,7.463841470330335,62.2581024097466,0,0,11708.45,11697.8125,11686.405,38.25830270645576,44.474365393542385,y,n,8.480280999601746,7.667129376184617,n,n,n,n,9.332904244678502,7.070908229333008,n,n,y
438,2022-06-30 03:41:00,11708.25,11708.25,11708.25,11708.25,8.480280999601746,0.813151623417129,7.667129376184617,59.33997597991571,0,0,11709.975,11699.2875,11687.33,32.55466123483203,38.25830270645576,y,n,7.50983422311765,7.635670345571223,y,y,n,n,9.035574434319642,7.463841470330335,n,n,y
439,2022-06-30 03:41:00,11702.75,11702.75,11702.75,11702.75,7.50983422311765,-0.12583612245357312,7.635670345571223,53.89869498965317,0,0,11709.9,11699.95,11687.86,12.392023058211663,32.55466123483203,y,n,6.6240444783161365,7.433345172120206,n,n,y,y,8.480280999601746,7.667129376184617,n,y,y
440,2022-06-30 03:42:00,11702.25,11702.25,11702.25,11702.25,6.6240444783161365,-0.8093006938040697,7.433345172120206,53.4191353339357,0,0,11709.975,11700.5875,11688.425,-16.064702956242154,12.392023058211663,y,n,5.495587618675927,7.04579366143135,n,n,n,n,7.50983422311765,7.635670345571223,n,n,y
441,2022-06-30 03:42:00,11697.75,11697.75,11697.75,11697.75,5.495587618675927,-1.5502060427554234,7.04579366143135,49.1781769772208,0,0,11709.05,11701.4125,11688.83,-30.534314633797464,-16.064702956242154,n,y,4.708385376863589,6.578312004517798,n,n,n,n,6.6240444783161365,7.433345172120206,n,n,y
442,2022-06-30 03:43:00,11699.75,11699.75,11699.75,11699.75,4.708385376863589,-1.869926627654209,6.578312004517798,51.03864721904251,0,0,11708.35,11702.3625,11689.295,-40.90515862912189,-30.534314633797464,n,y,3.2402538725746126,5.910700378129161,n,n,n,n,5.495587618675927,7.04579366143135,n,n,y
443,2022-06-30 03:43:00,11689.75,11689.75,11689.75,11689.75,3.2402538725746126,-2.6704465055545485,5.910700378129161,42.634585694697215,0,0,11706.2,11702.55,11689.475,-41.41139984844527,-40.90515862912189,n,y,2.112911481777701,5.151142598858869,n,n,n,n,4.708385376863589,6.578312004517798,n,n,y
444,2022-06-30 03:44:00,11690.5,11690.5,11690.5,11690.5,2.112911481777701,-3.0382311170811684,5.151142598858869,43.38750479039535,0,0,11704.0,11702.8875,11689.58,-45.42933791842949,-41.41139984844527,n,y,0.6072966572846781,4.242373410544031,n,n,n,n,3.2402538725746126,5.910700378129161,n,n,y
445,2022-06-30 03:44:00,11683.0,11683.0,11683.0,11683.0,0.6072966572846781,-3.6350767532593533,4.242373410544031,38.01433831620356,0,0,11700.425,11702.25,11689.52,-40.90344066240697,-45.42933791842949,n,y,-0.83849611583355,3.2261995052685153,n,n,n,n,2.112911481777701,5.151142598858869,n,n,n
446,2022-06-30 03:45:00,11679.75,11679.75,11679.75,11679.75,-0.83849611583355,-4.064695621102065,3.2261995052685153,35.93742053558865,0,0,11696.475,11701.4625,11689.43,-44.07704703317499,-40.90344066240697,n,y,-1.6824819510020461,2.244463214014403,n,n,n,n,0.6072966572846781,4.242373410544031,n,n,n
447,2022-06-30 03:45:00,11683.25,11683.25,11683.25,11683.25,-1.6824819510020461,-3.9269451650164493,2.244463214014403,39.75478638753037,0,0,11693.7,11701.075,11689.635,-44.53014644583339,-44.07704703317499,n,y,-2.244778751193735,1.3466148209727755,n,n,n,n,-0.83849611583355,3.2261995052685153,n,n,n
448,2022-06-30 03:46:00,11684.25,11684.25,11684.25,11684.25,-2.244778751193735,-3.5913935721665107,1.3466148209727755,40.839482211647436,0,0,11691.3,11700.6375,11689.785,-46.15374818895988,-44.53014644583339,n,y,-3.5771220704191364,0.3618674426943931,n,n,n,n,-1.6824819510020461,2.244463214014403,n,n,y
449,2022-06-30 03:46:00,11672.75,11672.75,11672.75,11672.75,-3.5771220704191364,-3.9389895131135297,0.3618674426943931,33.39338940054829,0,0,11688.3,11699.1,11689.84,-41.5896723496295,-46.15374818895988,n,y,-4.500443792654551,-0.6105948043753957,n,n,n,n,-2.244778751193735,1.3466148209727755,n,n,y
450,2022-06-30 03:47:00,11673.75,11673.75,11673.75,11673.75,-4.500443792654551,-3.889848988279155,-0.6105948043753957,34.51153883012059,0,0,11685.45,11697.7125,11689.91,-42.74542503406495,-41.5896723496295,n,y,-5.072841793920816,-1.5030442022844799,n,n,n,n,-3.5771220704191364,0.3618674426943931,n,n,y
451,2022-06-30 03:47:00,11675.0,11675.0,11675.0,11675.0,-5.072841793920816,-3.569797591636336,-1.5030442022844799,35.9587666290203,0,0,11683.175,11696.1125,11689.845,-40.060784457873794,-42.74542503406495,n,y,-5.303947443984725,-2.263224850624529,n,n,n,n,-4.500443792654551,-0.6105948043753957,n,n,y
452,2022-06-30 03:48:00,11677.0,11677.0,11677.0,11677.0,-5.303947443984725,-3.0407225933601962,-2.263224850624529,38.307892996740954,0,0,11680.9,11694.625,11689.905,-41.65720888202987,-40.060784457873794,n,y,-5.424569278718991,-2.8954937362434214,n,n,n,n,-5.072841793920816,-1.5030442022844799,n,n,y
453,2022-06-30 03:48:00,11677.0,11677.0,11677.0,11677.0,-5.424569278718991,-2.5290755424755695,-2.8954937362434214,38.30789299674095,0,0,11679.625,11692.9125,11689.995,-34.92796295442551,-41.65720888202987,n,y,-5.497141151758115,-3.4158232193463602,n,n,n,n,-5.303947443984725,-2.263224850624529,n,n,y
454,2022-06-30 03:49:00,11676.5,11676.5,11676.5,11676.5,-5.497141151758115,-2.0813179324117543,-3.4158232193463602,37.90475864811679,0,0,11678.225,11691.1125,11690.05,-32.77641250455497,-34.92796295442551,n,y,-5.232094714378036,-3.7790775183526955,n,n,n,n,-5.424569278718991,-2.8954937362434214,n,n,y
455,2022-06-30 03:49:00,11679.75,11679.75,11679.75,11679.75,-5.232094714378036,-1.4530171960253404,-3.7790775183526955,42.165147229395565,0,0,11677.9,11689.1625,11690.1,-18.24450771199737,-32.77641250455497,n,y,-4.7653820387731685,-3.97633842243679,n,n,n,n,-5.497141151758115,-3.4158232193463602,n,n,y
456,2022-06-30 03:50:00,11682.25,11682.25,11682.25,11682.25,-4.7653820387731685,-0.7890436163363783,-3.97633842243679,45.27552966287609,0,0,11678.15,11687.3125,11690.265,-2.7155512232321763,-18.24450771199737,n,y,-4.98359424975024,-4.17778958789948,n,n,n,n,-5.232094714378036,-3.7790775183526955,n,n,y
457,2022-06-30 03:50:00,11674.25,11674.25,11674.25,11674.25,-4.98359424975024,-0.8058046618507602,-4.17778958789948,38.19638097445882,0,0,11677.25,11685.475,11690.365,2.9866369904751524,-2.7155512232321763,n,y,-5.317138355219868,-4.405659341363558,n,n,n,n,-4.7653820387731685,-3.97633842243679,n,n,y
458,2022-06-30 03:51:00,11671.5,11671.5,11671.5,11671.5,-5.317138355219868,-0.9114790138563098,-4.405659341363558,36.10646031394818,0,0,11675.975,11683.6375,11690.355,10.422059170165053,2.9866369904751524,y,n,-5.3782667756859155,-4.600180828228029,n,n,n,n,-4.98359424975024,-4.17778958789948,n,n,y
459,2022-06-30 03:51:00,11673.25,11673.25,11673.25,11673.25,-5.3782667756859155,-0.7780859474578863,-4.600180828228029,38.41569291704584,0,0,11676.025,11682.1625,11690.14,-6.871430852478498,10.422059170165053,y,n,-5.245210503679118,-4.729186763318247,n,n,n,n,-5.317138355219868,-4.405659341363558,n,n,y
