,Datetime,Open,High,Low,Close,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_80,RSI_14_B_20,MA10,MA20,MA50,macds1,macdss1,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macdh_s1,macdh_trend_abv_up,macdh_trend_abv_dn,macdh_trend_blw_up,macdh_trend_blw_dn,macdps1,macdsps1,dn_to_up,up_to_dn,vol_gt2
13,2022-06-30 00:08:00,11686.5,11686.5,11686.5,11686.5,,,,,0,0,11697.25,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
14,2022-06-30 00:09:00,11686.25,11686.25,11686.25,11686.25,,,,44.15584415584416,0,0,11695.925,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
15,2022-06-30 00:09:00,11694.0,11694.0,11694.0,11694.0,,,,54.10509031198686,0,0,11694.95,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
16,2022-06-30 00:10:00,11693.0,11693.0,11693.0,11693.0,,,,52.79797855293972,0,0,11693.95,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
17,2022-06-30 00:10:00,11696.0,11696.0,11696.0,11696.0,,,,56.21542466644972,0,0,11693.4,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
18,2022-06-30 00:11:00,11695.75,11695.75,11695.75,11695.75,,,,55.85252437123458,0,0,11692.475,,,,,n,n,n,n,,n,n,n,n,,,n,n,n
19,2022-06-30 00:11:00,11670.5,11670.5,11670.5,11670.5,,,,32.81267860328574,0,0,11690.1,11694.075,,,,n,n,n,n,,n,n,n,n,,,n,n,n
20,2022-06-30 00:12:00,11673.0,11673.0,11673.0,11673.0,,,,35.643375243424046,0,0,11687.975,11693.1875,,,,n,n,n,n,,n,n,n,n,,,n,n,n
21,2022-06-30 00:12:00,11676.25,11676.25,11676.25,11676.25,,,,39.227952201093096,0,0,11686.3,11692.375,,,,n,n,n,n,,n,n,n,n,,,n,n,n
22,2022-06-30 00:13:00,11677.75,11677.75,11677.75,11677.75,,,,40.865075091190995,0,0,11684.9,11691.6625,,,,n,n,n,n,,n,n,n,n,,,n,n,n
23,2022-06-30 00:13:00,11681.5,11681.5,11681.5,11681.5,,,,44.86394942296853,0,0,11684.4,11690.825,,,,n,n,n,n,,n,n,n,n,,,n,n,n
24,2022-06-30 00:14:00,11683.0,11683.0,11683.0,11683.0,,,,46.4245934571473,0,0,11684.075,11690.0,,,,n,n,n,n,,n,n,n,n,,,n,n,n
25,2022-06-30 00:14:00,11680.0,11680.0,11680.0,11680.0,,,,43.756937607969846,0,0,11682.675,11688.8125,,,,n,n,n,n,,n,n,n,n,,,n,n,n
26,2022-06-30 00:15:00,11678.75,11678.75,11678.75,11678.75,,,,42.65705582068296,0,0,11681.25,11687.6,,,,n,n,n,n,,n,n,n,n,,,n,n,n
27,2022-06-30 00:15:00,11666.75,11666.75,11666.75,11666.75,,,,33.858317839130834,0,0,11678.325,11685.8625,,,,n,n,n,n,,n,n,n,n,,,n,n,n
28,2022-06-30 00:16:00,11665.25,11665.25,11665.25,11665.25,,,,32.94358337721135,0,0,11675.275,11683.875,,,,n,n,n,n,,n,n,n,n,,,n,n,n
29,2022-06-30 00:16:00,11666.5,11666.5,11666.5,11666.5,,,,34.530921079878496,0,0,11674.875,11682.4875,,,,n,n,n,n,,n,n,n,n,,,n,n,n
30,2022-06-30 00:17:00,11664.0,11664.0,11664.0,11664.0,,,,32.85576509282214,0,0,11673.975,11680.975,,,,n,n,n,n,,n,n,n,n,,,n,n,n
31,2022-06-30 00:17:00,11664.25,11664.25,11664.25,11664.25,,,,33.20472658573895,0,0,11672.775,11679.5375,,,,n,n,n,n,,n,n,n,n,,,n,n,n
32,2022-06-30 00:18:00,11661.75,11661.75,11661.75,11661.75,,,,31.444770277460066,0,0,11671.175,11678.0375,,-9.493432019920874,-8.117041439330125,n,n,n,n,,n,n,n,n,,,n,n,n
33,2022-06-30 00:18:00,11658.25,11658.25,11658.25,11658.25,-9.493432019920874,-1.3763905805907495,-8.117041439330125,29.117887224603894,0,0,11668.85,11676.625,,-9.745432992391216,-8.442719749942343,n,n,n,n,,n,n,n,n,,,n,n,y
34,2022-06-30 00:19:00,11657.25,11657.25,11657.25,11657.25,-9.745432992391216,-1.3027132424488723,-8.442719749942343,28.469663235312026,0,0,11666.275,11675.175,,-10.250614005097304,-8.804298600973336,n,n,n,n,-1.3763905805907495,n,n,n,n,-9.493432019920874,-8.117041439330125,n,n,y
35,2022-06-30 00:19:00,11652.0,11652.0,11652.0,11652.0,-10.250614005097304,-1.4463154041239683,-8.804298600973336,25.28689684523096,0,0,11663.475,11673.075,,-10.469765920975988,-9.137392064973866,n,n,n,n,-1.3027132424488723,n,n,n,n,-9.745432992391216,-8.442719749942343,n,n,y
36,2022-06-30 00:20:00,11652.75,11652.75,11652.75,11652.75,-10.469765920975988,-1.3323738560021212,-9.137392064973866,26.550177447545444,0,0,11660.875,11671.0625,,-10.482266528335458,-9.406366957646185,n,n,n,n,-1.4463154041239683,n,n,n,n,-10.250614005097304,-8.804298600973336,n,n,y
37,2022-06-30 00:20:00,11653.25,11653.25,11653.25,11653.25,-10.482266528335458,-1.0758995706892733,-9.406366957646185,27.431118615276006,0,0,11659.525,11668.925,,-10.412490462551432,-9.607591658627234,n,n,n,n,-1.3323738560021212,n,n,n,n,-10.469765920975988,-9.137392064973866,n,n,y
38,2022-06-30 00:21:00,11652.75,11652.75,11652.75,11652.75,-10.412490462551432,-0.804898803924198,-9.607591658627234,27.081325899177617,0,0,11658.275,11666.775,,-10.338876844487459,-9.75384869579928,n,n,n,n,-1.0758995706892733,n,n,n,n,-10.482266528335458,-9.406366957646185,n,n,y
39,2022-06-30 00:21:00,11651.5,11651.5,11651.5,11651.5,-10.338876844487459,-0.5850281486881794,-9.75384869579928,26.18244503277744,0,0,11656.775,11665.825,,-10.302981538659878,-9.863675264371398,n,n,n,n,-0.804898803924198,n,n,n,n,-10.412490462551432,-9.607591658627234,n,n,y
40,2022-06-30 00:22:00,11649.75,11649.75,11649.75,11649.75,-10.302981538659878,-0.4393062742884801,-9.863675264371398,24.934636440004915,0,0,11655.35,11664.6625,,-9.918129301458976,-9.874566071788914,n,n,n,n,-0.5850281486881794,n,n,n,n,-10.338876844487459,-9.75384869579928,n,n,y
41,2022-06-30 00:22:00,11652.75,11652.75,11652.75,11652.75,-9.918129301458976,-0.04356322967006143,-9.874566071788914,31.00511020087533,0,0,11654.2,11663.4875,,-9.324092599361393,-9.76447137730341,y,y,n,n,-0.4393062742884801,n,n,n,n,-10.302981538659878,-9.863675264371398,n,n,y
42,2022-06-30 00:23:00,11655.0,11655.0,11655.0,11655.0,-9.324092599361393,0.4403787779420174,-9.76447137730341,35.23536807321073,0,0,11653.525,11662.35,,-9.949002959834615,-9.801377693809652,y,y,y,y,-0.04356322967006143,n,y,y,n,-9.918129301458976,-9.874566071788914,y,n,y
43,2022-06-30 00:23:00,11640.0,11640.0,11640.0,11640.0,-9.949002959834615,-0.1476252660249635,-9.801377693809652,24.465722916030924,0,0,11651.7,11660.275,,-10.504713322487078,-9.942044819545137,n,n,y,y,0.4403787779420174,y,n,n,y,-9.324092599361393,-9.76447137730341,n,y,y
44,2022-06-30 00:24:00,11637.75,11637.75,11637.75,11637.75,-10.504713322487078,-0.5626685029419409,-9.942044819545137,23.314587893111575,0,0,11649.75,11658.0125,,-10.202153483282018,-9.994066552292512,n,n,n,n,-0.1476252660249635,n,n,n,n,-9.949002959834615,-9.801377693809652,n,n,y
45,2022-06-30 00:24:00,11645.5,11645.5,11645.5,11645.5,-10.202153483282018,-0.2080869309895057,-9.994066552292512,34.709747900680156,0,0,11649.1,11656.2875,,-10.04827151828431,-10.004907545490871,n,n,n,n,-0.5626685029419409,n,n,n,n,-10.504713322487078,-9.942044819545137,n,n,y
46,2022-06-30 00:25:00,11643.0,11643.0,11643.0,11643.0,-10.04827151828431,-0.043363972793438066,-10.004907545490871,33.00593201800686,0,0,11648.125,11654.5,,-8.995534690799104,-9.803032974552519,y,y,n,n,-0.2080869309895057,n,n,n,n,-10.202153483282018,-9.994066552292512,n,n,y
47,2022-06-30 00:25:00,11653.25,11653.25,11653.25,11653.25,-8.995534690799104,0.8074982837534144,-9.803032974552519,44.939716405653975,0,0,11648.125,11653.825,,-8.068227664240112,-9.456071912490037,n,n,y,y,-0.043363972793438066,n,y,y,n,-10.04827151828431,-10.004907545490871,y,n,y
48,2022-06-30 00:26:00,11653.25,11653.25,11653.25,11653.25,-8.068227664240112,1.387844248249925,-9.456071912490037,44.93971640565398,0,0,11648.175,11653.225,,-7.389360590279466,-9.042729648047922,n,n,n,n,0.8074982837534144,n,n,n,n,-8.995534690799104,-9.803032974552519,n,n,y
49,2022-06-30 00:26:00,11651.5,11651.5,11651.5,11651.5,-7.389360590279466,1.6533690577684563,-9.042729648047922,43.40862398457934,0,0,11648.175,11652.475,11673.595,-6.713446380306777,-8.576872994499693,n,n,n,n,1.387844248249925,n,n,n,n,-8.068227664240112,-9.456071912490037,n,n,y
50,2022-06-30 00:27:00,11652.25,11652.25,11652.25,11652.25,-6.713446380306777,1.8634266141929157,-8.576872994499693,44.28472315716985,0,0,11648.425,11651.8875,11672.825,-6.266921613174418,-8.114882718234638,n,n,n,n,1.6533690577684563,n,n,n,n,-7.389360590279466,-9.042729648047922,n,n,y
51,2022-06-30 00:27:00,11650.25,11650.25,11650.25,11650.25,-6.266921613174418,1.8479611050602198,-8.114882718234638,42.39968950334779,0,0,11648.175,11651.1875,11671.98,-5.686118201736463,-7.629129814935003,n,n,n,n,1.8634266141929157,n,n,n,n,-6.713446380306777,-8.576872994499693,n,n,y
52,2022-06-30 00:28:00,11652.25,11652.25,11652.25,11652.25,-5.686118201736463,1.9430116131985402,-7.629129814935003,44.924386153128175,0,0,11647.9,11650.7125,11671.185,-5.106444666260359,-7.124592785200074,n,n,n,n,1.8479611050602198,n,n,n,n,-6.266921613174418,-8.114882718234638,n,n,y
53,2022-06-30 00:28:00,11653.0,11653.0,11653.0,11653.0,-5.106444666260359,2.018148118939715,-7.124592785200074,45.88232863070136,0,0,11649.2,11650.45,11670.28,-4.833407626598273,-6.6663557534797135,n,n,n,n,1.9430116131985402,n,n,n,n,-5.686118201736463,-7.629129814935003,n,n,y
54,2022-06-30 00:29:00,11650.0,11650.0,11650.0,11650.0,-4.833407626598273,1.8329481268814405,-6.6663557534797135,42.684227549154315,0,0,11650.425,11650.0875,11669.29,-4.604294189522989,-6.253943440688369,n,n,n,n,2.018148118939715,n,n,n,n,-5.106444666260359,-7.124592785200074,n,n,y
55,2022-06-30 00:29:00,11649.5,11649.5,11649.5,11649.5,-4.604294189522989,1.6496492511653802,-6.253943440688369,42.156817997433926,0,0,11650.825,11649.9625,11668.205,-4.212774611307395,-5.845709674812174,n,n,n,n,1.8329481268814405,n,n,n,n,-4.833407626598273,-6.6663557534797135,n,n,y
56,2022-06-30 00:30:00,11651.5,11651.5,11651.5,11651.5,-4.212774611307395,1.632935063504779,-5.845709674812174,45.079999434595145,0,0,11651.675,11649.9,11667.175,-3.5788173963373993,-5.392331219117219,n,n,n,n,1.6496492511653802,n,n,n,n,-4.604294189522989,-6.253943440688369,n,n,y
57,2022-06-30 00:30:00,11655.0,11655.0,11655.0,11655.0,-3.5788173963373993,1.8135138227798198,-5.392331219117219,49.855808561600576,0,0,11651.85,11649.9875,11666.245,-3.0014569869290426,-4.914156372679583,n,n,n,n,1.632935063504779,n,n,n,n,-4.212774611307395,-5.845709674812174,n,n,y
58,2022-06-30 00:31:00,11655.5,11655.5,11655.5,11655.5,-3.0014569869290426,1.9126993857505408,-4.914156372679583,50.51779954740625,0,0,11652.075,11650.125,11665.255,-2.4750184099066246,-4.426328780124992,n,n,n,n,1.8135138227798198,n,n,n,n,-3.5788173963373993,-5.392331219117219,n,n,y
59,2022-06-30 00:31:00,11656.0,11656.0,11656.0,11656.0,-2.4750184099066246,1.9513103702183674,-4.426328780124992,51.211439548736394,0,0,11652.525,11650.35,11664.49,-2.27367743463401,-3.9957985110267957,n,n,n,n,1.9126993857505408,n,n,n,n,-3.0014569869290426,-4.914156372679583,n,n,y
60,2022-06-30 00:32:00,11653.0,11653.0,11653.0,11653.0,-2.27367743463401,1.7221210763927859,-3.9957985110267957,46.958086332762214,0,0,11652.6,11650.5125,11663.665,-2.927627639937782,-3.782164336808993,n,n,n,n,1.9513103702183674,n,n,n,n,-2.4750184099066246,-4.426328780124992,n,n,y
61,2022-06-30 00:32:00,11642.5,11642.5,11642.5,11642.5,-2.927627639937782,0.8545366968712109,-3.782164336808993,35.762534924927664,0,0,11651.825,11650.0,11662.655,-3.426561531387051,-3.7110437757246046,n,n,n,n,1.7221210763927859,n,n,n,n,-2.27367743463401,-3.9957985110267957,n,n,y
62,2022-06-30 00:33:00,11642.25,11642.25,11642.25,11642.25,-3.426561531387051,0.2844822443375534,-3.7110437757246046,35.545238826746385,0,0,11650.825,11649.3625,11661.665,-4.815452055669084,-3.9319254317135006,y,y,n,n,0.8545366968712109,n,n,n,n,-2.927627639937782,-3.782164336808993,n,n,y
63,2022-06-30 00:33:00,11629.25,11629.25,11629.25,11629.25,-4.815452055669084,-0.8835266239555835,-3.9319254317135006,26.52113991537062,0,0,11648.45,11648.825,11660.52,-5.96839532049853,-4.339219409470506,n,n,y,y,0.2844822443375534,y,n,n,y,-3.426561531387051,-3.7110437757246046,n,y,y
64,2022-06-30 00:34:00,11627.75,11627.75,11627.75,11627.75,-5.96839532049853,-1.6291759110280237,-4.339219409470506,25.710070059949004,0,0,11646.225,11648.325,11659.35,-7.521631265073665,-4.975701780591138,n,n,n,n,-0.8835266239555835,n,n,n,n,-4.815452055669084,-3.9319254317135006,n,n,y
65,2022-06-30 00:34:00,11618.75,11618.75,11618.75,11618.75,-7.521631265073665,-2.545929484482527,-4.975701780591138,21.467871480168398,0,0,11643.15,11646.9875,11657.845,-8.712666477887979,-5.723094720050506,n,n,n,n,-1.6291759110280237,n,n,n,n,-5.96839532049853,-4.339219409470506,n,n,y
66,2022-06-30 00:35:00,11618.0,11618.0,11618.0,11618.0,-8.712666477887979,-2.9895717578374725,-5.723094720050506,21.154617677084616,0,0,11639.8,11645.7375,11656.345,-9.426865958264898,-6.463848967693385,n,n,n,n,-2.545929484482527,n,n,n,n,-7.521631265073665,-4.975701780591138,n,n,y
67,2022-06-30 00:35:00,11619.5,11619.5,11619.5,11619.5,-9.426865958264898,-2.9630169905715134,-6.463848967693385,23.557094627066697,0,0,11636.25,11644.05,11654.815,-9.978710383536963,-7.1668212508621005,n,n,n,n,-2.9895717578374725,n,n,n,n,-8.712666477887979,-5.723094720050506,n,n,y
68,2022-06-30 00:36:00,11618.25,11618.25,11618.25,11618.25,-9.978710383536963,-2.811889132674863,-7.1668212508621005,22.93005990178103,0,0,11632.525,11642.3,11653.265,-10.736096068481856,-7.880676214386051,n,n,n,n,-2.9630169905715134,n,n,n,n,-9.426865958264898,-6.463848967693385,n,n,y
69,2022-06-30 00:36:00,11612.75,11612.75,11612.75,11612.75,-10.736096068481856,-2.855419854095805,-7.880676214386051,20.361881801547433,0,0,11628.2,11640.3625,11652.11,-10.92793845903907,-8.490128663316655,n,n,n,n,-2.811889132674863,n,n,n,n,-9.978710383536963,-7.1668212508621005,n,n,y
70,2022-06-30 00:37:00,11616.25,11616.25,11616.25,11616.25,-10.92793845903907,-2.437809795722414,-8.490128663316655,26.038815779033307,0,0,11624.525,11638.5625,11650.975,-11.41239687376219,-9.074582305405762,n,n,n,n,-2.855419854095805,n,n,n,n,-10.736096068481856,-7.880676214386051,n,n,y
71,2022-06-30 00:37:00,11610.5,11610.5,11610.5,11610.5,-11.41239687376219,-2.3378145683564284,-9.074582305405762,23.12263369791242,0,0,11621.325,11636.575,11649.66,-11.582130425196738,-9.576091929363958,n,n,n,n,-2.437809795722414,n,n,n,n,-10.92793845903907,-8.490128663316655,n,n,y
72,2022-06-30 00:38:00,11611.5,11611.5,11611.5,11611.5,-11.582130425196738,-2.0060384958327795,-9.576091929363958,24.70203854101785,0,0,11618.25,11634.5375,11648.335,-11.24409112304238,-9.909691768099643,n,n,n,n,-2.3378145683564284,n,n,n,n,-11.41239687376219,-9.074582305405762,n,n,y
73,2022-06-30 00:38:00,11615.75,11615.75,11615.75,11615.75,-11.24409112304238,-1.3343993549427378,-9.909691768099643,31.17379826960633,0,0,11616.9,11632.675,11647.02,-10.571905446162418,-10.042134503712198,n,n,n,n,-2.0060384958327795,n,n,n,n,-11.582130425196738,-9.576091929363958,n,n,y
74,2022-06-30 00:39:00,11619.25,11619.25,11619.25,11619.25,-10.571905446162418,-0.5297709424502202,-10.042134503712198,36.04855894810735,0,0,11616.05,11631.1375,11645.745,-10.722507489106647,-10.178209100791088,n,n,n,n,-1.3343993549427378,n,n,n,n,-11.24409112304238,-9.909691768099643,n,n,y
75,2022-06-30 00:39:00,11609.25,11609.25,11609.25,11609.25,-10.722507489106647,-0.5442983883155588,-10.178209100791088,29.598229842198386,0,0,11615.1,11629.125,11644.33,-10.738249745099893,-10.29021722965285,n,n,n,n,-0.5297709424502202,n,n,n,n,-10.571905446162418,-10.042134503712198,n,n,y
76,2022-06-30 00:40:00,11609.0,11609.0,11609.0,11609.0,-10.738249745099893,-0.4480325154470428,-10.29021722965285,29.456324998347643,0,0,11614.2,11627.0,11642.935,-10.368950945719916,-10.305963972866262,n,n,n,n,-0.5442983883155588,n,n,n,n,-10.722507489106647,-10.178209100791088,n,n,y
77,2022-06-30 00:40:00,11612.25,11612.25,11612.25,11612.25,-10.368950945719916,-0.06298697285365407,-10.305963972866262,33.89347246441326,0,0,11613.475,11624.8625,11641.845,-9.801905436852394,-10.20515226566349,y,y,n,n,-0.4480325154470428,n,n,n,n,-10.738249745099893,-10.29021722965285,n,n,y
78,2022-06-30 00:41:00,11614.25,11614.25,11614.25,11614.25,-9.801905436852394,0.4032468288110955,-10.20515226566349,36.53883465912664,0,0,11613.075,11622.8,11640.825,-8.886962027490881,-9.941514218028967,n,n,y,y,-0.06298697285365407,n,y,y,n,-10.368950945719916,-10.305963972866262,y,n,y
79,2022-06-30 00:41:00,11618.75,11618.75,11618.75,11618.75,-8.886962027490881,1.054552190538086,-9.941514218028967,42.148331268562266,0,0,11613.675,11620.9375,11639.87,-7.989078022690592,-9.551026978961293,n,n,n,n,0.4032468288110955,n,n,n,n,-9.801905436852394,-10.20515226566349,n,n,y
80,2022-06-30 00:42:00,11619.75,11619.75,11619.75,11619.75,-7.989078022690592,1.561948956270701,-9.551026978961293,43.3467615038259,0,0,11614.025,11619.275,11638.985,-7.015076844883879,-9.04383695214581,n,n,n,n,1.054552190538086,n,n,n,n,-8.886962027490881,-9.941514218028967,n,n,y
81,2022-06-30 00:42:00,11622.0,11622.0,11622.0,11622.0,-7.015076844883879,2.028760107261931,-9.04383695214581,46.05457463537656,0,0,11615.175,11618.25,11638.14,-6.471171912471618,-8.529303944210971,n,n,n,n,1.561948956270701,n,n,n,n,-7.989078022690592,-9.551026978961293,n,n,y
82,2022-06-30 00:43:00,11618.25,11618.25,11618.25,11618.25,-6.471171912471618,2.058132031739353,-8.529303944210971,42.415800878297055,0,0,11615.85,11617.05,11637.27,-6.350207399471401,-8.093484635263057,n,n,n,n,2.028760107261931,n,n,n,n,-7.015076844883879,-9.04383695214581,n,n,y
83,2022-06-30 00:43:00,11613.5,11613.5,11613.5,11613.5,-6.350207399471401,1.7432772357916555,-8.093484635263057,38.28908737804253,0,0,11615.625,11616.2625,11636.375,-6.322668736585911,-7.7393214555276275,n,n,n,n,2.058132031739353,n,n,n,n,-6.471171912471618,-8.529303944210971,n,n,y
84,2022-06-30 00:44:00,11611.75,11611.75,11611.75,11611.75,-6.322668736585911,1.4166527189417168,-7.7393214555276275,36.86599930081205,0,0,11614.875,11615.4625,11635.465,-5.770350197441076,-7.345527203910317,n,n,n,n,1.7432772357916555,n,n,n,n,-6.350207399471401,-8.093484635263057,n,n,y
85,2022-06-30 00:44:00,11617.5,11617.5,11617.5,11617.5,-5.770350197441076,1.5751770064692412,-7.345527203910317,44.203948650742404,0,0,11615.7,11615.4,11634.775,-5.3915211403036665,-6.954725991188987,n,n,n,n,1.4166527189417168,n,n,n,n,-6.322668736585911,-7.7393214555276275,n,n,y
86,2022-06-30 00:45:00,11616.0,11616.0,11616.0,11616.0,-5.3915211403036665,1.5632048508853202,-6.954725991188987,42.80620906544289,0,0,11616.4,11615.3,11634.04,-4.8537887321163,-6.5345385393744495,n,n,n,n,1.5751770064692412,n,n,n,n,-5.770350197441076,-7.345527203910317,n,n,y
87,2022-06-30 00:45:00,11618.25,11618.25,11618.25,11618.25,-4.8537887321163,1.6807498072581497,-6.5345385393744495,45.58563257384334,0,0,11617.0,11615.2375,11633.34,-4.257516460947954,-6.07913412368915,n,n,n,n,1.5632048508853202,n,n,n,n,-5.3915211403036665,-6.954725991188987,n,n,y
88,2022-06-30 00:46:00,11619.75,11619.75,11619.75,11619.75,-4.257516460947954,1.821617662741196,-6.07913412368915,47.420136810270584,0,0,11617.55,11615.3125,11632.68,-2.6250237532130996,-5.3883120495939405,n,n,n,n,1.6807498072581497,n,n,n,n,-4.8537887321163,-6.5345385393744495,n,n,y
89,2022-06-30 00:46:00,11633.75,11633.75,11633.75,11633.75,-2.6250237532130996,2.763288296380841,-5.3883120495939405,60.72802942785389,0,0,11619.05,11616.3625,11632.325,-1.0368881701924693,-4.518027273713646,n,n,n,n,1.821617662741196,n,n,n,n,-4.257516460947954,-6.07913412368915,n,n,y
90,2022-06-30 00:47:00,11637.25,11637.25,11637.25,11637.25,-1.0368881701924693,3.481139103521177,-4.518027273713646,63.23337853970492,0,0,11620.8,11617.4125,11632.075,-0.259438489249078,-3.666309516820733,n,n,n,n,2.763288296380841,n,n,n,n,-2.6250237532130996,-5.3883120495939405,n,n,n
91,2022-06-30 00:47:00,11631.25,11631.25,11631.25,11631.25,-0.259438489249078,3.406871027571655,-3.666309516820733,56.57075297340589,0,0,11621.725,11618.45,11631.645,0.21302993302015238,-2.8904416268525557,n,n,n,n,3.481139103521177,n,n,n,n,-1.0368881701924693,-4.518027273713646,n,n,n
92,2022-06-30 00:48:00,11629.5,11629.5,11629.5,11629.5,0.21302993302015238,3.103471559872708,-2.8904416268525557,54.758486977535945,0,0,11622.85,11619.35,11631.135,2.2559834839939867,-1.861156604683247,n,n,n,n,3.406871027571655,n,n,n,n,-0.259438489249078,-3.666309516820733,n,n,n
93,2022-06-30 00:48:00,11650.5,11650.5,11650.5,11650.5,2.2559834839939867,4.117140088677234,-1.861156604683247,68.0044921367998,0,0,11626.55,11621.0875,11631.345,3.850821924399497,-0.7187608988666983,n,n,n,n,3.103471559872708,n,n,n,n,0.21302993302015238,-2.8904416268525557,n,n,y
94,2022-06-30 00:49:00,11650.75,11650.75,11650.75,11650.75,3.850821924399497,4.569582823266195,-0.7187608988666983,68.12414278871182,0,0,11630.45,11622.6625,11631.605,4.577822731846027,0.34055582727584666,n,n,n,n,4.117140088677234,n,n,n,n,2.2559834839939867,-1.861156604683247,n,n,y
95,2022-06-30 00:49:00,11644.75,11644.75,11644.75,11644.75,4.577822731846027,4.2372669045701805,0.34055582727584666,62.11996947585513,0,0,11633.175,11624.4375,11631.59,5.075298319083231,1.2875043256373235,n,n,n,n,4.569582823266195,n,n,n,n,3.850821924399497,-0.7187608988666983,n,n,y
96,2022-06-30 00:50:00,11644.5,11644.5,11644.5,11644.5,5.075298319083231,3.7877939934459075,1.2875043256373235,61.875264567940036,0,0,11636.025,11626.2125,11631.62,5.626593456445335,2.155322151798926,n,n,n,n,4.2372669045701805,n,n,n,n,4.577822731846027,0.34055582727584666,n,n,y
97,2022-06-30 00:50:00,11647.25,11647.25,11647.25,11647.25,5.626593456445335,3.4712713046464088,2.155322151798926,63.575026352939986,0,0,11638.925,11627.9625,11631.5,6.0941142226820375,2.9430805659755483,n,n,n,n,3.7877939934459075,n,n,n,n,5.075298319083231,1.2875043256373235,n,n,y
98,2022-06-30 00:51:00,11648.5,11648.5,11648.5,11648.5,6.0941142226820375,3.151033656706489,2.9430805659755483,64.35300232293821,0,0,11641.8,11629.675,11631.405,5.872438307649645,3.5289521143103677,n,n,n,n,3.4712713046464088,n,n,n,n,5.626593456445335,2.155322151798926,n,n,y
99,2022-06-30 00:51:00,11642.0,11642.0,11642.0,11642.0,5.872438307649645,2.3434861933392774,3.5289521143103677,57.47822958215478,0,0,11642.625,11630.8375,11631.215,5.532123122851772,3.9295863160186486,n,n,n,n,3.151033656706489,n,n,n,n,6.0941142226820375,2.9430805659755483,n,n,y
100,2022-06-30 00:52:00,11640.75,11640.75,11640.75,11640.75,5.532123122851772,1.6025368068331232,3.9295863160186486,56.234085972377436,0,0,11642.975,11631.8875,11630.985,5.32210839831896,4.208090732478711,n,n,n,n,2.3434861933392774,n,n,n,n,5.872438307649645,3.5289521143103677,n,n,y
101,2022-06-30 00:52:00,11642.25,11642.25,11642.25,11642.25,5.32210839831896,1.1140176658402492,4.208090732478711,57.42501948882571,0,0,11644.075,11632.9,11630.825,5.0370870796868985,4.373890001920349,n,n,n,n,1.6025368068331232,n,n,n,n,5.532123122851772,3.9295863160186486,n,n,y
