,Datetime,Open,High,Low,Close,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,slopes,slopes20,slopess1p,slopes20s1p,slope_chg_dn,slope_chg_up,slope_chg_up_s1,slope_chg_dn_s1,slope_chg_dn20,slope_chg_up20,slope_chg_up20_s1,slope_chg_dn20_s1,ma1s1,ma1s2,ma2s1,ma2s2,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macds1,macdss1,macdps1,macdsps1,macd_dn_to_up,macd_up_to_dn,vol_gt2,RSI_14_B_30s1,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
0,2022-07-21 10:37:00,12424.5,12424.5,12424.5,12424.5,,,,,0,0,,,,,,,,NaN,NaN,,,NaN,NaN,,,,,,,n,n,,,,,,,n,n,n,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
1,2022-07-21 10:37:00,12421.75,12421.75,12421.75,12421.75,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
2,2022-07-21 10:38:00,12423.5,12423.5,12423.5,12423.5,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
3,2022-07-21 10:38:00,12423.5,12423.5,12423.5,12423.5,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
4,2022-07-21 10:39:00,12424.5,12424.5,12424.5,12424.5,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
5,2022-07-21 10:39:00,12423.0,12423.0,12423.0,12423.0,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
6,2022-07-21 10:40:00,12421.0,12421.0,12421.0,12421.0,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
7,2022-07-21 10:41:00,12425.25,12425.25,12425.25,12425.25,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,12423.625,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
8,2022-07-21 10:41:00,12424.75,12424.75,12424.75,12424.75,,,,,0,0,,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12423.625,12423.525,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
9,2022-07-21 10:42:00,12424.5,12424.5,12424.5,12424.5,,,,,0,0,12423.625,,,7.167750467036166,,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12423.525,12423.7,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
10,2022-07-21 10:43:00,12423.5,12423.5,12423.5,12423.5,,,,,0,0,12423.525,,,10.052544827076881,,7.167750467036166,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12423.7,12423.925,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
11,2022-07-21 10:43:00,12423.5,12423.5,12423.5,12423.5,,,,,0,0,12423.7,,,3.2952099528510614,,10.052544827076881,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12423.925,12424.15,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
12,2022-07-21 10:44:00,12425.75,12425.75,12425.75,12425.75,,,,,0,0,12423.925,,,8.870065985951678,,3.2952099528510614,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12424.15,12424.325,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
13,2022-07-21 10:45:00,12425.75,12425.75,12425.75,12425.75,,,,,0,0,12424.15,,,12.80426606528675,,8.870065985951678,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12424.325,12424.725,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
14,2022-07-21 10:45:00,12426.25,12426.25,12426.25,12426.25,,,,54.929577464788736,0,0,12424.325,,,20.059742368057016,,12.80426606528675,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12424.725,12425.3,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
15,2022-07-21 10:46:00,12427.0,12427.0,12427.0,12427.0,,,,56.891191709844556,0,0,12424.725,,,22.915106287261178,,20.059742368057016,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.3,12425.25,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
16,2022-07-21 10:47:00,12426.75,12426.75,12426.75,12426.75,,,,56.01601130209559,0,0,12425.3,,,15.899522588456557,,22.915106287261178,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.25,12425.15,,,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
17,2022-07-21 10:47:00,12424.75,12424.75,12424.75,12424.75,,,,49.46077778073941,0,0,12425.25,,,14.117919505991933,,15.899522588456557,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.15,12425.05,,12424.3375,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
18,2022-07-21 10:48:00,12423.75,12423.75,12423.75,12423.75,,,,46.528851751110714,0,0,12425.15,,,7.765166018425333,,14.117919505991933,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.05,12425.25,12424.3375,12424.3875,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
19,2022-07-21 10:49:00,12423.5,12423.5,12423.5,12423.5,,,,45.797943711775815,0,0,12425.05,12424.3375,,0.17362304283848734,7.018950003303621,7.765166018425333,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.25,12425.375,12424.3875,12424.5375,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
20,2022-07-21 10:49:00,12425.5,12425.5,12425.5,12425.5,,,,52.25904011229002,0,0,12425.25,12424.3875,,-4.332313983188515,8.098436400336787,0.17362304283848734,7.018950003303621,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.375,12425.525,12424.5375,12424.725,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
21,2022-07-21 10:50:00,12424.75,12424.75,12424.75,12424.75,,,,49.85883405516626,0,0,12425.375,12424.5375,,-12.390856660680901,6.0409596499749725,-4.332313983188515,8.098436400336787,NaN,NaN,NaN,y,NaN,NaN,NaN,NaN,12425.525,12425.675,12424.725,12424.9125,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
22,2022-07-21 10:51:00,12427.25,12427.25,12427.25,12427.25,,,,56.95569404440275,0,0,12425.525,12424.725,,-5.2805172973483,7.3052161620792715,-12.390856660680901,6.0409596499749725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.675,12425.725,12424.9125,12425.025,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
23,2022-07-21 10:51:00,12427.25,12427.25,12427.25,12427.25,,,,56.95569404440275,0,0,12425.675,12424.9125,,0.9548412538721887,8.246167940113525,-5.2805172973483,7.3052161620792715,NaN,y,NaN,NaN,NaN,NaN,NaN,NaN,12425.725,12425.95,12425.025,12425.3375,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
24,2022-07-21 10:52:00,12426.75,12426.75,12426.75,12426.75,,,,55.145273512361335,0,0,12425.725,12425.025,,6.4830736928972374,9.3505120716046,0.9548412538721887,8.246167940113525,NaN,NaN,y,NaN,NaN,NaN,NaN,NaN,12425.95,12426.025,12425.3375,12425.6625,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
25,2022-07-21 10:53:00,12429.25,12429.25,12429.25,12429.25,,,,61.70053104041374,0,0,12425.95,12425.3375,,21.350980247653595,10.926265742926724,6.4830736928972374,9.3505120716046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12426.025,12426.175,12425.6625,12425.7125,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
26,2022-07-21 10:53:00,12427.5,12427.5,12427.5,12427.5,,,,55.57754045105388,0,0,12426.025,12425.6625,,27.86934328045475,8.835972558785153,21.350980247653595,10.926265742926724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12426.175,12426.3,12425.7125,12425.725,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
27,2022-07-21 10:54:00,12426.25,12426.25,12426.25,12426.25,,,,51.6358487097902,0,0,12426.175,12425.7125,,24.51586045568868,8.941100139597866,27.86934328045475,8.835972558785153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12426.3,12426.75,12425.725,12425.9,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
28,2022-07-21 10:55:00,12425.0,12425.0,12425.0,12425.0,,,,47.97185648735693,0,0,12426.3,12425.725,,12.969253456028714,7.517029804094113,24.51586045568868,8.941100139597866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12426.75,12427.35,12425.9,12426.3,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
29,2022-07-21 10:55:00,12428.0,12428.0,12428.0,12428.0,,,,56.03502880967285,0,0,12426.75,12425.9,,7.765166018425333,8.25671599313486,12.969253456028714,7.517029804094113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12427.35,12427.95,12426.3,12426.6625,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
30,2022-07-21 10:56:00,12431.5,12431.5,12431.5,12431.5,,,,63.20044819317781,0,0,12427.35,12426.3,,17.33425042496254,10.604048308861541,7.765166018425333,8.25671599313486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12427.95,12427.975,12426.6625,12426.75,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
31,2022-07-21 10:57:00,12430.75,12430.75,12430.75,12430.75,,,,60.909589017862686,0,0,12427.95,12426.6625,,17.96489372122948,11.671917672341605,17.33425042496254,10.604048308861541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12427.975,12427.5,12426.75,12426.5875,n,n,n,n,,,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
32,2022-07-21 10:57:00,12427.5,12427.5,12427.5,12427.5,,,,52.09710042082995,0,0,12427.975,12426.75,,14.199537018004357,11.537574696925532,17.96489372122948,11.671917672341605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12427.5,12427.025,12426.5875,12426.375,n,n,n,n,0.8743913930084091,1.1639286401663815,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
33,2022-07-21 10:58:00,12422.5,12422.5,12422.5,12422.5,0.8743913930084091,-0.28953724715797247,1.1639286401663815,42.02365480717913,0,0,12427.5,12426.5875,,-5.366581783461578,7.273426648719002,14.199537018004357,11.537574696925532,y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12427.025,12426.4,12426.375,12426.175,n,n,n,n,0.41986754906974966,1.0151164219470552,,,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
34,2022-07-21 10:59:00,12422.0,12422.0,12422.0,12422.0,0.41986754906974966,-0.5952488728773055,1.0151164219470552,41.16643453887291,0,0,12427.025,12426.375,,-23.938320340109065,3.249017802746154,-5.366581783461578,7.273426648719002,NaN,NaN,NaN,y,NaN,NaN,NaN,NaN,12426.4,12425.875,12426.175,12425.95,n,n,n,n,0.13874638872948708,0.8398424153035415,0.8743913930084091,1.1639286401663815,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
35,2022-07-21 10:59:00,12423.0,12423.0,12423.0,12423.0,0.13874638872948708,-0.7010960265740545,0.8398424153035415,43.64251576818914,0,0,12426.4,12426.175,,-27.25532837494307,1.0553292106684002,-23.938320340109065,3.249017802746154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12425.875,12425.4,12425.95,12425.7875,n,n,n,n,-0.14291544787556631,0.64329084266772,0.41986754906974966,1.0151164219470552,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
36,2022-07-21 11:00:00,12422.25,12422.25,12422.25,12422.25,-0.14291544787556631,-0.7862062905432863,0.64329084266772,42.20776002845312,0,0,12425.875,12425.95,,-33.750125973074454,-1.6365770416167185,-27.25532837494307,1.0553292106684002,NaN,NaN,NaN,NaN,y,NaN,NaN,NaN,12425.4,12424.775,12425.7875,12425.5375,n,n,n,n,-0.42179106974072056,0.4302744601860319,0.13874638872948708,0.8398424153035415,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
37,2022-07-21 11:01:00,12421.5,12421.5,12421.5,12421.5,-0.42179106974072056,-0.8520655299267524,0.4302744601860319,40.76453077119218,0,0,12425.4,12425.7875,,-41.40643381213481,-6.339009682830853,-33.750125973074454,-1.6365770416167185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,y,12424.775,12423.625,12425.5375,12425.1875,n,n,n,n,-0.8548498496093089,0.17324959822696373,-0.14291544787556631,0.64329084266772,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
38,2022-07-21 11:01:00,12418.75,12418.75,12418.75,12418.75,-0.8548498496093089,-1.0280994478362726,0.17324959822696373,35.91524314336526,0,0,12424.775,12425.5375,,-51.80961264738458,-13.701258451288908,-41.40643381213481,-6.339009682830853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12423.625,12422.325,12425.1875,12424.8375,n,n,n,n,-1.3638862173193047,-0.13417756488229,-0.42179106974072056,0.4302744601860319,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
39,2022-07-21 11:02:00,12416.5,12416.5,12416.5,12416.5,-1.3638862173193047,-1.2297086524370147,-0.13417756488229,32.507878360544986,0,0,12423.625,12425.1875,,-56.44302347625422,-22.051648278102064,-51.80961264738458,-13.701258451288908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12422.325,12421.075,12424.8375,12424.5125,n,n,n,n,-1.5876168619070086,-0.42486542428723373,-0.8548498496093089,0.17324959822696373,n,n,n,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
40,2022-07-21 11:03:00,12418.5,12418.5,12418.5,12418.5,-1.5876168619070086,-1.1627514376197747,-0.42486542428723373,38.127055994630325,0,0,12422.325,12424.8375,,-51.60961884807763,-26.366542830916305,-56.44302347625422,-22.051648278102064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12421.075,12420.225,12424.5125,12424.1,n,n,n,n,-1.7647549240555236,-0.6928433242408917,-1.3638862173193047,-0.13417756488229,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
41,2022-07-21 11:03:00,12418.25,12418.25,12418.25,12418.25,-1.7647549240555236,-1.0719115998146318,-0.6928433242408917,37.70447758444922,0,0,12421.075,12424.5125,,-42.69857126800495,-30.590110984344115,-51.60961884807763,-26.366542830916305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12420.225,12419.875,12424.1,12423.6875,n,n,n,n,-1.8235980790250323,-0.9189942751977198,-1.5876168619070086,-0.42486542428723373,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
42,2022-07-21 11:04:00,12419.0,12419.0,12419.0,12419.0,-1.8235980790250323,-0.9046038038273125,-0.9189942751977198,39.85804040687519,0,0,12420.225,12424.1,,-31.281851084851567,-32.07503193496147,-42.69857126800495,-30.590110984344115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12419.875,12419.525,12423.6875,12423.275,n,n,n,n,-1.8489185214784811,-1.104979124453872,-1.7647549240555236,-0.6928433242408917,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
43,2022-07-21 11:05:00,12419.0,12419.0,12419.0,12419.0,-1.8489185214784811,-0.7439393970246091,-1.104979124453872,39.85804040687518,0,0,12419.875,12423.6875,,-27.59729586864372,-33.016295809980306,-31.281851084851567,-32.07503193496147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12419.525,12418.875,12423.275,12422.6375,n,n,n,n,-1.8875722183111066,-1.261497743225319,-1.8235980790250323,-0.9189942751977198,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
44,2022-07-21 11:05:00,12418.5,12418.5,12418.5,12418.5,-1.8875722183111066,-0.6260744750857876,-1.261497743225319,38.82041872936422,0,0,12419.525,12423.275,,-24.51586045568868,-34.04154059652349,-27.59729586864372,-33.016295809980306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.875,12418.35,12422.6375,12422.1125,n,n,n,n,-2.0558898187555315,-1.4203761583313614,-1.8489185214784811,-1.104979124453872,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
45,2022-07-21 11:06:00,12416.5,12416.5,12416.5,12416.5,-2.0558898187555315,-0.63551366042417,-1.4203761583313614,34.905995368570956,0,0,12418.875,12422.6375,,-21.27563707048083,-34.137565809389216,-24.51586045568868,-34.04154059652349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.35,12418.05,12422.1125,12421.725,n,n,n,n,-2.1244475989478815,-1.5611904464546655,-1.8875722183111066,-1.261497743225319,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
46,2022-07-21 11:07:00,12417.0,12417.0,12417.0,12417.0,-2.1244475989478815,-0.563257152493216,-1.5611904464546655,36.62643874628394,0,0,12418.35,12422.1125,,-14.931417178137552,-34.284871817088,-21.27563707048083,-34.137565809389216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.05,12417.875,12421.725,12421.325,n,n,n,n,-2.0342926107914536,-1.6558108793220232,-2.0558898187555315,-1.4203761583313614,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
47,2022-07-21 11:07:00,12418.5,12418.5,12418.5,12418.5,-2.0342926107914536,-0.3784817314694304,-1.6558108793220232,41.61215732282579,0,0,12418.05,12421.725,,-2.7758034487831305,-33.74471061454942,-14.931417178137552,-34.284871817088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12417.875,12418.15,12421.325,12420.8875,n,n,n,n,-2.060133658693303,-1.7366754351962792,-2.1244475989478815,-1.5611904464546655,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
48,2022-07-21 11:08:00,12417.0,12417.0,12417.0,12417.0,-2.060133658693303,-0.3234582234970238,-1.7366754351962792,38.36199179763446,0,0,12417.875,12421.325,,-3.3817273242763592,-34.365670727228924,-2.7758034487831305,-33.74471061454942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.15,12418.15,12420.8875,12420.2375,n,n,n,n,-1.8774150078043021,-1.7648233497178838,-2.0342926107914536,-1.6558108793220232,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
49,2022-07-21 11:09:00,12419.25,12419.25,12419.25,12419.25,-1.8774150078043021,-0.11259165808641836,-1.7648233497178838,45.267652916537685,0,0,12418.15,12420.8875,12423.44,-4.332313983188515,-31.303060996782314,-3.3817273242763592,-34.365670727228924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.15,12418.2,12420.2375,12419.6375,n,n,n,n,-1.7726933866488253,-1.766397357104072,-2.060133658693303,-1.7366754351962792,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
50,2022-07-21 11:09:00,12418.5,12418.5,12418.5,12418.5,-1.7726933866488253,-0.006296029544753168,-1.766397357104072,43.51746886490853,0,0,12418.15,12420.2375,12423.32,-1.9091524329963763,-25.39014103209198,-4.332313983188515,-31.303060996782314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12418.2,12418.15,12419.6375,12419.1875,y,y,n,n,-1.650501878488285,-1.7432182613809146,-1.8774150078043021,-1.7648233497178838,n,n,y,0.0,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
